Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County
Median Annual Earnings,2018,Male,Kildare,15 - 24 years,Euro,20036,KILDARE
Median Annual Earnings,2018,Male,Kildare,15 years and over,Euro,42990,KILDARE
Median Annual Earnings,2018,Male,Kildare,25 - 29 years,Euro,33379,KILDARE
Median Annual Earnings,2018,Male,Kildare,30 - 39 years,Euro,42656,KILDARE
Median Annual Earnings,2018,Male,Kildare,40 - 49 years,Euro,51999,KILDARE
Median Annual Earnings,2018,Male,Kildare,50 - 59 years,Euro,50690,KILDARE
Median Annual Earnings,2018,Male,Kildare,60 years and over,Euro,38262,KILDARE
Median Annual Earnings,2018,Male,Kilkenny,15 - 24 years,Euro,19897,KILKENNY
Median Annual Earnings,2018,Male,Kilkenny,15 years and over,Euro,37210,KILKENNY
Median Annual Earnings,2018,Male,Kilkenny,25 - 29 years,Euro,32032,KILKENNY
Median Annual Earnings,2018,Male,Kilkenny,30 - 39 years,Euro,37976,KILKENNY
Median Annual Earnings,2018,Male,Kilkenny,40 - 49 years,Euro,41753,KILKENNY
Median Annual Earnings,2018,Male,Kilkenny,50 - 59 years,Euro,41225,KILKENNY
Median Annual Earnings,2018,Male,Kilkenny,60 years and over,Euro,32208,KILKENNY
Median Annual Earnings,2018,Male,Kerry,15 - 24 years,Euro,20684,KERRY
Median Annual Earnings,2018,Male,Kerry,15 years and over,Euro,34292,KERRY
Median Annual Earnings,2018,Male,Kerry,25 - 29 years,Euro,29020,KERRY
Median Annual Earnings,2018,Male,Kerry,30 - 39 years,Euro,34202,KERRY
Median Annual Earnings,2018,Male,Kerry,40 - 49 years,Euro,38650,KERRY
Median Annual Earnings,2018,Male,Kerry,50 - 59 years,Euro,39337,KERRY
Median Annual Earnings,2018,Male,Kerry,60 years and over,Euro,30420,KERRY
Median Annual Earnings,2018,Male,Longford,15 - 24 years,Euro,22036,LONGFORD
Median Annual Earnings,2018,Male,Longford,15 years and over,Euro,32867,LONGFORD
Median Annual Earnings,2018,Male,Longford,25 - 29 years,Euro,30218,LONGFORD
Median Annual Earnings,2018,Male,Longford,30 - 39 years,Euro,33008,LONGFORD
Median Annual Earnings,2018,Male,Longford,40 - 49 years,Euro,36817,LONGFORD
Median Annual Earnings,2018,Male,Longford,50 - 59 years,Euro,35443,LONGFORD
Median Annual Earnings,2018,Male,Longford,60 years and over,Euro,27846,LONGFORD
Median Annual Earnings,2018,Male,Louth,15 - 24 years,Euro,19862,LOUTH
Median Annual Earnings,2018,Male,Louth,15 years and over,Euro,36335,LOUTH
Median Annual Earnings,2018,Male,Louth,25 - 29 years,Euro,29946,LOUTH
Median Annual Earnings,2018,Male,Louth,30 - 39 years,Euro,36853,LOUTH
Median Annual Earnings,2018,Male,Louth,40 - 49 years,Euro,41536,LOUTH
Median Annual Earnings,2018,Male,Louth,50 - 59 years,Euro,40970,LOUTH
Median Annual Earnings,2018,Male,Louth,60 years and over,Euro,31953,LOUTH
Median Annual Earnings,2018,Male,Limerick,15 - 24 years,Euro,19271,LIMERICK
Median Annual Earnings,2018,Male,Limerick,15 years and over,Euro,38904,LIMERICK
Median Annual Earnings,2018,Male,Limerick,25 - 29 years,Euro,31448,LIMERICK
Median Annual Earnings,2018,Male,Limerick,30 - 39 years,Euro,38796,LIMERICK
Median Annual Earnings,2018,Male,Limerick,40 - 49 years,Euro,45616,LIMERICK
Median Annual Earnings,2018,Male,Limerick,50 - 59 years,Euro,45163,LIMERICK
Median Annual Earnings,2018,Male,Limerick,60 years and over,Euro,35382,LIMERICK
Median Annual Earnings,2018,Male,Leitrim,15 - 24 years,Euro,19259,LEITRIM
Median Annual Earnings,2018,Male,Leitrim,15 years and over,Euro,33937,LEITRIM
Median Annual Earnings,2018,Male,Leitrim,25 - 29 years,Euro,30065,LEITRIM
Median Annual Earnings,2018,Male,Leitrim,30 - 39 years,Euro,35348,LEITRIM
Median Annual Earnings,2018,Male,Leitrim,40 - 49 years,Euro,39375,LEITRIM
Median Annual Earnings,2018,Male,Leitrim,50 - 59 years,Euro,37562,LEITRIM
Median Annual Earnings,2018,Male,Leitrim,60 years and over,Euro,24060,LEITRIM
Median Annual Earnings,2018,Male,Laois,15 - 24 years,Euro,20286,LAOIS
Median Annual Earnings,2018,Male,Laois,15 years and over,Euro,37838,LAOIS
Median Annual Earnings,2018,Male,Laois,25 - 29 years,Euro,30597,LAOIS
Median Annual Earnings,2018,Male,Laois,30 - 39 years,Euro,38091,LAOIS
Median Annual Earnings,2018,Male,Laois,40 - 49 years,Euro,43842,LAOIS
Median Annual Earnings,2018,Male,Laois,50 - 59 years,Euro,41768,LAOIS
Median Annual Earnings,2018,Male,Laois,60 years and over,Euro,32302,LAOIS
Median Annual Earnings,2018,Male,Meath,15 - 24 years,Euro,19630,MEATH
Median Annual Earnings,2018,Male,Meath,15 years and over,Euro,41783,MEATH
Median Annual Earnings,2018,Male,Meath,25 - 29 years,Euro,32953,MEATH
Median Annual Earnings,2018,Male,Meath,30 - 39 years,Euro,41135,MEATH
Median Annual Earnings,2018,Male,Meath,40 - 49 years,Euro,49937,MEATH
Median Annual Earnings,2018,Male,Meath,50 - 59 years,Euro,48285,MEATH
Median Annual Earnings,2018,Male,Meath,60 years and over,Euro,35280,MEATH
Median Annual Earnings,2018,Male,Monaghan,15 - 24 years,Euro,21198,MONAGHAN
Median Annual Earnings,2018,Male,Monaghan,15 years and over,Euro,31640,MONAGHAN
Median Annual Earnings,2018,Male,Monaghan,25 - 29 years,Euro,29673,MONAGHAN
Median Annual Earnings,2018,Male,Monaghan,30 - 39 years,Euro,33215,MONAGHAN
Median Annual Earnings,2018,Male,Monaghan,40 - 49 years,Euro,34507,MONAGHAN
Median Annual Earnings,2018,Male,Monaghan,50 - 59 years,Euro,33497,MONAGHAN
Median Annual Earnings,2018,Male,Monaghan,60 years and over,Euro,26714,MONAGHAN
Median Annual Earnings,2018,Male,Mayo,15 - 24 years,Euro,19332,MAYO
Median Annual Earnings,2018,Male,Mayo,15 years and over,Euro,34492,MAYO
Median Annual Earnings,2018,Male,Mayo,25 - 29 years,Euro,30264,MAYO
Median Annual Earnings,2018,Male,Mayo,30 - 39 years,Euro,34727,MAYO
Median Annual Earnings,2018,Male,Mayo,40 - 49 years,Euro,39795,MAYO
Median Annual Earnings,2018,Male,Mayo,50 - 59 years,Euro,37194,MAYO
Median Annual Earnings,2018,Male,Mayo,60 years and over,Euro,30157,MAYO
Median Annual Earnings,2018,Male,Offaly,15 - 24 years,Euro,21385,OFFALY
Median Annual Earnings,2018,Male,Offaly,15 years and over,Euro,35587,OFFALY
Median Annual Earnings,2018,Male,Offaly,25 - 29 years,Euro,29718,OFFALY
Median Annual Earnings,2018,Male,Offaly,30 - 39 years,Euro,36117,OFFALY
Median Annual Earnings,2018,Male,Offaly,40 - 49 years,Euro,39712,OFFALY
Median Annual Earnings,2018,Male,Offaly,50 - 59 years,Euro,40170,OFFALY
Median Annual Earnings,2018,Male,Offaly,60 years and over,Euro,33798,OFFALY
Median Annual Earnings,2018,Male,Roscommon,15 - 24 years,Euro,20167,ROSCOMMON
Median Annual Earnings,2018,Male,Roscommon,15 years and over,Euro,35977,ROSCOMMON
Median Annual Earnings,2018,Male,Roscommon,25 - 29 years,Euro,30835,ROSCOMMON
Median Annual Earnings,2018,Male,Roscommon,30 - 39 years,Euro,36616,ROSCOMMON
Median Annual Earnings,2018,Male,Roscommon,40 - 49 years,Euro,40989,ROSCOMMON
Median Annual Earnings,2018,Male,Roscommon,50 - 59 years,Euro,39174,ROSCOMMON
Median Annual Earnings,2018,Male,Roscommon,60 years and over,Euro,32151,ROSCOMMON
Median Annual Earnings,2018,Male,Sligo,15 - 24 years,Euro,17971,SLIGO
Median Annual Earnings,2018,Male,Sligo,15 years and over,Euro,35384,SLIGO
Median Annual Earnings,2018,Male,Sligo,25 - 29 years,Euro,28836,SLIGO
Median Annual Earnings,2018,Male,Sligo,30 - 39 years,Euro,34880,SLIGO
Median Annual Earnings,2018,Male,Sligo,40 - 49 years,Euro,41056,SLIGO
Median Annual Earnings,2018,Male,Sligo,50 - 59 years,Euro,39955,SLIGO
Median Annual Earnings,2018,Male,Sligo,60 years and over,Euro,31271,SLIGO
Median Annual Earnings,2018,Male,Tipperary,15 - 24 years,Euro,19979,TIPPERARY
Median Annual Earnings,2018,Male,Tipperary,15 years and over,Euro,35767,TIPPERARY
Median Annual Earnings,2018,Male,Tipperary,25 - 29 years,Euro,31030,TIPPERARY
Median Annual Earnings,2018,Male,Tipperary,30 - 39 years,Euro,36140,TIPPERARY
Median Annual Earnings,2018,Male,Tipperary,40 - 49 years,Euro,40600,TIPPERARY
Median Annual Earnings,2018,Male,Tipperary,50 - 59 years,Euro,40968,TIPPERARY
Median Annual Earnings,2018,Male,Tipperary,60 years and over,Euro,30711,TIPPERARY
Median Annual Earnings,2018,Male,Waterford,15 - 24 years,Euro,19858,WATERFORD
Median Annual Earnings,2018,Male,Waterford,15 years and over,Euro,37519,WATERFORD
Median Annual Earnings,2018,Male,Waterford,25 - 29 years,Euro,30795,WATERFORD
Median Annual Earnings,2018,Male,Waterford,30 - 39 years,Euro,36040,WATERFORD
Median Annual Earnings,2018,Male,Waterford,40 - 49 years,Euro,44345,WATERFORD
Median Annual Earnings,2018,Male,Waterford,50 - 59 years,Euro,43805,WATERFORD
Median Annual Earnings,2018,Male,Waterford,60 years and over,Euro,33774,WATERFORD
Median Annual Earnings,2018,Male,Wicklow,15 - 24 years,Euro,18880,WICKLOW
Median Annual Earnings,2018,Male,Wicklow,15 years and over,Euro,41035,WICKLOW
Median Annual Earnings,2018,Male,Wicklow,25 - 29 years,Euro,31381,WICKLOW
Median Annual Earnings,2018,Male,Wicklow,30 - 39 years,Euro,39730,WICKLOW
Median Annual Earnings,2018,Male,Wicklow,40 - 49 years,Euro,49657,WICKLOW
Median Annual Earnings,2018,Male,Wicklow,50 - 59 years,Euro,48046,WICKLOW
Median Annual Earnings,2018,Male,Wicklow,60 years and over,Euro,36920,WICKLOW
Median Annual Earnings,2018,Male,Westmeath,15 - 24 years,Euro,20640,WESTMEATH
Median Annual Earnings,2018,Male,Westmeath,15 years and over,Euro,37044,WESTMEATH
Median Annual Earnings,2018,Male,Westmeath,25 - 29 years,Euro,30919,WESTMEATH
Median Annual Earnings,2018,Male,Westmeath,30 - 39 years,Euro,37977,WESTMEATH
Median Annual Earnings,2018,Male,Westmeath,40 - 49 years,Euro,42388,WESTMEATH
Median Annual Earnings,2018,Male,Westmeath,50 - 59 years,Euro,41488,WESTMEATH
Median Annual Earnings,2018,Male,Westmeath,60 years and over,Euro,32433,WESTMEATH
Median Annual Earnings,2018,Male,Wexford,15 - 24 years,Euro,19932,WEXFORD
Median Annual Earnings,2018,Male,Wexford,15 years and over,Euro,33942,WEXFORD
Median Annual Earnings,2018,Male,Wexford,25 - 29 years,Euro,29942,WEXFORD
Median Annual Earnings,2018,Male,Wexford,30 - 39 years,Euro,34544,WEXFORD
Median Annual Earnings,2018,Male,Wexford,40 - 49 years,Euro,38539,WEXFORD
Median Annual Earnings,2018,Male,Wexford,50 - 59 years,Euro,37933,WEXFORD
Median Annual Earnings,2018,Male,Wexford,60 years and over,Euro,29754,WEXFORD
Median Annual Earnings,2018,Male,Ireland,15 - 24 years,Euro,20060,IRELAND
Median Annual Earnings,2018,Male,Ireland,15 years and over,Euro,39279,IRELAND
Median Annual Earnings,2018,Male,Ireland,25 - 29 years,Euro,32116,IRELAND
Median Annual Earnings,2018,Male,Ireland,30 - 39 years,Euro,39799,IRELAND
Median Annual Earnings,2018,Male,Ireland,40 - 49 years,Euro,45910,IRELAND
Median Annual Earnings,2018,Male,Ireland,50 - 59 years,Euro,45057,IRELAND
Median Annual Earnings,2018,Male,Ireland,60 years and over,Euro,35136,IRELAND
Median Annual Earnings,2018,Female,Clare,15 - 24 years,Euro,17419,CLARE
Median Annual Earnings,2018,Female,Clare,15 years and over,Euro,31290,CLARE
Median Annual Earnings,2018,Female,Clare,25 - 29 years,Euro,29388,CLARE
Median Annual Earnings,2018,Female,Clare,30 - 39 years,Euro,33542,CLARE
Median Annual Earnings,2018,Female,Clare,40 - 49 years,Euro,34468,CLARE
Median Annual Earnings,2018,Female,Clare,50 - 59 years,Euro,32875,CLARE
Median Annual Earnings,2018,Female,Clare,60 years and over,Euro,23315,CLARE
Median Annual Earnings,2018,Female,Cork,15 - 24 years,Euro,16306,CORK
Median Annual Earnings,2018,Female,Cork,15 years and over,Euro,31391,CORK
Median Annual Earnings,2018,Female,Cork,25 - 29 years,Euro,30244,CORK
Median Annual Earnings,2018,Female,Cork,30 - 39 years,Euro,35018,CORK
Median Annual Earnings,2018,Female,Cork,40 - 49 years,Euro,34930,CORK
Median Annual Earnings,2018,Female,Cork,50 - 59 years,Euro,31300,CORK
Median Annual Earnings,2018,Female,Cork,60 years and over,Euro,22020,CORK
Median Annual Earnings,2018,Female,Cavan,15 - 24 years,Euro,16966,CAVAN
Median Annual Earnings,2018,Female,Cavan,15 years and over,Euro,29074,CAVAN
Median Annual Earnings,2018,Female,Cavan,25 - 29 years,Euro,28688,CAVAN
Median Annual Earnings,2018,Female,Cavan,30 - 39 years,Euro,31383,CAVAN
Median Annual Earnings,2018,Female,Cavan,40 - 49 years,Euro,32308,CAVAN
Median Annual Earnings,2018,Female,Cavan,50 - 59 years,Euro,29511,CAVAN
Median Annual Earnings,2018,Female,Cavan,60 years and over,Euro,23300,CAVAN
Median Annual Earnings,2018,Female,Carlow,15 - 24 years,Euro,15409,CARLOW
Median Annual Earnings,2018,Female,Carlow,15 years and over,Euro,28311,CARLOW
Median Annual Earnings,2018,Female,Carlow,25 - 29 years,Euro,27165,CARLOW
Median Annual Earnings,2018,Female,Carlow,30 - 39 years,Euro,30914,CARLOW
Median Annual Earnings,2018,Female,Carlow,40 - 49 years,Euro,31246,CARLOW
Median Annual Earnings,2018,Female,Carlow,50 - 59 years,Euro,30750,CARLOW
Median Annual Earnings,2018,Female,Carlow,60 years and over,Euro,21660,CARLOW
Median Annual Earnings,2018,Female,Donegal,15 - 24 years,Euro,15063,DONEGAL
Median Annual Earnings,2018,Female,Donegal,15 years and over,Euro,26997,DONEGAL
Median Annual Earnings,2018,Female,Donegal,25 - 29 years,Euro,24233,DONEGAL
Median Annual Earnings,2018,Female,Donegal,30 - 39 years,Euro,28600,DONEGAL
Median Annual Earnings,2018,Female,Donegal,40 - 49 years,Euro,31758,DONEGAL
Median Annual Earnings,2018,Female,Donegal,50 - 59 years,Euro,30007,DONEGAL
Median Annual Earnings,2018,Female,Donegal,60 years and over,Euro,20068,DONEGAL
Median Annual Earnings,2018,Female,Dublin,15 - 24 years,Euro,18478,DUBLIN
Median Annual Earnings,2018,Female,Dublin,15 years and over,Euro,35350,DUBLIN
Median Annual Earnings,2018,Female,Dublin,25 - 29 years,Euro,32278,DUBLIN
Median Annual Earnings,2018,Female,Dublin,30 - 39 years,Euro,39522,DUBLIN
Median Annual Earnings,2018,Female,Dublin,40 - 49 years,Euro,39954,DUBLIN
Median Annual Earnings,2018,Female,Dublin,50 - 59 years,Euro,35900,DUBLIN
Median Annual Earnings,2018,Female,Dublin,60 years and over,Euro,27292,DUBLIN
Median Annual Earnings,2018,Female,Galway,15 - 24 years,Euro,17285,GALWAY
Median Annual Earnings,2018,Female,Galway,15 years and over,Euro,32541,GALWAY
Median Annual Earnings,2018,Female,Galway,25 - 29 years,Euro,29296,GALWAY
Median Annual Earnings,2018,Female,Galway,30 - 39 years,Euro,35135,GALWAY
Median Annual Earnings,2018,Female,Galway,40 - 49 years,Euro,36442,GALWAY
Median Annual Earnings,2018,Female,Galway,50 - 59 years,Euro,33680,GALWAY
Median Annual Earnings,2018,Female,Galway,60 years and over,Euro,24600,GALWAY
Median Annual Earnings,2018,Female,Kildare,15 - 24 years,Euro,16771,KILDARE
Median Annual Earnings,2018,Female,Kildare,15 years and over,Euro,33382,KILDARE
Median Annual Earnings,2018,Female,Kildare,25 - 29 years,Euro,30875,KILDARE
Median Annual Earnings,2018,Female,Kildare,30 - 39 years,Euro,37363,KILDARE
Median Annual Earnings,2018,Female,Kildare,40 - 49 years,Euro,37927,KILDARE
Median Annual Earnings,2018,Female,Kildare,50 - 59 years,Euro,34076,KILDARE
Median Annual Earnings,2018,Female,Kildare,60 years and over,Euro,24863,KILDARE
Median Annual Earnings,2018,Female,Kilkenny,15 - 24 years,Euro,16444,KILKENNY
Median Annual Earnings,2018,Female,Kilkenny,15 years and over,Euro,32066,KILKENNY
Median Annual Earnings,2018,Female,Kilkenny,25 - 29 years,Euro,31098,KILKENNY
Median Annual Earnings,2018,Female,Kilkenny,30 - 39 years,Euro,35570,KILKENNY
Median Annual Earnings,2018,Female,Kilkenny,40 - 49 years,Euro,35331,KILKENNY
Median Annual Earnings,2018,Female,Kilkenny,50 - 59 years,Euro,32070,KILKENNY
Median Annual Earnings,2018,Female,Kilkenny,60 years and over,Euro,21334,KILKENNY
Median Annual Earnings,2018,Female,Kerry,15 - 24 years,Euro,17064,KERRY
Median Annual Earnings,2018,Female,Kerry,15 years and over,Euro,27346,KERRY
Median Annual Earnings,2018,Female,Kerry,25 - 29 years,Euro,26980,KERRY
Median Annual Earnings,2018,Female,Kerry,30 - 39 years,Euro,29120,KERRY
Median Annual Earnings,2018,Female,Kerry,40 - 49 years,Euro,30350,KERRY
Median Annual Earnings,2018,Female,Kerry,50 - 59 years,Euro,28998,KERRY
Median Annual Earnings,2018,Female,Kerry,60 years and over,Euro,19372,KERRY
Median Annual Earnings,2018,Female,Longford,15 - 24 years,Euro,18073,LONGFORD
Median Annual Earnings,2018,Female,Longford,15 years and over,Euro,28802,LONGFORD
Median Annual Earnings,2018,Female,Longford,25 - 29 years,Euro,28999,LONGFORD
Median Annual Earnings,2018,Female,Longford,30 - 39 years,Euro,30536,LONGFORD
Median Annual Earnings,2018,Female,Longford,40 - 49 years,Euro,31777,LONGFORD
Median Annual Earnings,2018,Female,Longford,50 - 59 years,Euro,29604,LONGFORD
Median Annual Earnings,2018,Female,Longford,60 years and over,Euro,23238,LONGFORD
Median Annual Earnings,2018,Female,Louth,15 - 24 years,Euro,16178,LOUTH
Median Annual Earnings,2018,Female,Louth,15 years and over,Euro,29602,LOUTH
Median Annual Earnings,2018,Female,Louth,25 - 29 years,Euro,29276,LOUTH
Median Annual Earnings,2018,Female,Louth,30 - 39 years,Euro,32042,LOUTH
Median Annual Earnings,2018,Female,Louth,40 - 49 years,Euro,32389,LOUTH
Median Annual Earnings,2018,Female,Louth,50 - 59 years,Euro,30560,LOUTH
Median Annual Earnings,2018,Female,Louth,60 years and over,Euro,24275,LOUTH
Median Annual Earnings,2018,Female,Limerick,15 - 24 years,Euro,16528,LIMERICK
Median Annual Earnings,2018,Female,Limerick,15 years and over,Euro,30852,LIMERICK
Median Annual Earnings,2018,Female,Limerick,25 - 29 years,Euro,29012,LIMERICK
Median Annual Earnings,2018,Female,Limerick,30 - 39 years,Euro,33568,LIMERICK
Median Annual Earnings,2018,Female,Limerick,40 - 49 years,Euro,34782,LIMERICK
Median Annual Earnings,2018,Female,Limerick,50 - 59 years,Euro,32473,LIMERICK
Median Annual Earnings,2018,Female,Limerick,60 years and over,Euro,22152,LIMERICK
Median Annual Earnings,2018,Female,Leitrim,15 - 24 years,Euro,15542,LEITRIM
Median Annual Earnings,2018,Female,Leitrim,15 years and over,Euro,30844,LEITRIM
Median Annual Earnings,2018,Female,Leitrim,25 - 29 years,Euro,31097,LEITRIM
Median Annual Earnings,2018,Female,Leitrim,30 - 39 years,Euro,33230,LEITRIM
Median Annual Earnings,2018,Female,Leitrim,40 - 49 years,Euro,34733,LEITRIM
Median Annual Earnings,2018,Female,Leitrim,50 - 59 years,Euro,30744,LEITRIM
Median Annual Earnings,2018,Female,Leitrim,60 years and over,Euro,23400,LEITRIM
Median Annual Earnings,2018,Female,Laois,15 - 24 years,Euro,16586,LAOIS
Median Annual Earnings,2018,Female,Laois,15 years and over,Euro,31852,LAOIS
Median Annual Earnings,2018,Female,Laois,25 - 29 years,Euro,28148,LAOIS
Median Annual Earnings,2018,Female,Laois,30 - 39 years,Euro,35220,LAOIS
Median Annual Earnings,2018,Female,Laois,40 - 49 years,Euro,35364,LAOIS
Median Annual Earnings,2018,Female,Laois,50 - 59 years,Euro,32263,LAOIS
Median Annual Earnings,2018,Female,Laois,60 years and over,Euro,22556,LAOIS
Median Annual Earnings,2018,Female,Meath,15 - 24 years,Euro,17780,MEATH
Median Annual Earnings,2018,Female,Meath,15 years and over,Euro,32322,MEATH
Median Annual Earnings,2018,Female,Meath,25 - 29 years,Euro,30661,MEATH
Median Annual Earnings,2018,Female,Meath,30 - 39 years,Euro,35432,MEATH
Median Annual Earnings,2018,Female,Meath,40 - 49 years,Euro,35430,MEATH
Median Annual Earnings,2018,Female,Meath,50 - 59 years,Euro,32934,MEATH
Median Annual Earnings,2018,Female,Meath,60 years and over,Euro,23943,MEATH
Median Annual Earnings,2018,Female,Monaghan,15 - 24 years,Euro,15342,MONAGHAN
Median Annual Earnings,2018,Female,Monaghan,15 years and over,Euro,27044,MONAGHAN
Median Annual Earnings,2018,Female,Monaghan,25 - 29 years,Euro,27780,MONAGHAN
Median Annual Earnings,2018,Female,Monaghan,30 - 39 years,Euro,30311,MONAGHAN
Median Annual Earnings,2018,Female,Monaghan,40 - 49 years,Euro,29345,MONAGHAN
Median Annual Earnings,2018,Female,Monaghan,50 - 59 years,Euro,27574,MONAGHAN
Median Annual Earnings,2018,Female,Monaghan,60 years and over,Euro,20954,MONAGHAN
