Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County,Mean_Median_Diff,Mean_Median_Diff_Perc
Mean Annual Earnings,2012,Female,Kilkenny,30 - 39 years,Euro,35646,KILKENNY,1652.0,4.859681120197682
Mean Annual Earnings,2012,Female,Kilkenny,40 - 49 years,Euro,35280,KILKENNY,4664.0,15.233864645936766
Mean Annual Earnings,2012,Female,Kilkenny,50 - 59 years,Euro,32818,KILKENNY,3543.0,12.102476515798463
Mean Annual Earnings,2012,Female,Kilkenny,60 years and over,Euro,20848,KILKENNY,4853.0,30.34073147858706
Mean Annual Earnings,2012,Female,Kerry,15 - 24 years,Euro,16916,KERRY,1669.0,10.94641568833213
Mean Annual Earnings,2012,Female,Kerry,15 years and over,Euro,30322,KERRY,4322.0,16.623076923076923
Mean Annual Earnings,2012,Female,Kerry,25 - 29 years,Euro,28017,KERRY,2982.0,11.911324146195327
Mean Annual Earnings,2012,Female,Kerry,30 - 39 years,Euro,32551,KERRY,3463.0,11.90525302530253
Mean Annual Earnings,2012,Female,Kerry,40 - 49 years,Euro,32643,KERRY,4625.0,16.507245342279962
Mean Annual Earnings,2012,Female,Kerry,50 - 59 years,Euro,31773,KERRY,5273.0,19.89811320754717
Mean Annual Earnings,2012,Female,Kerry,60 years and over,Euro,21692,KERRY,5133.0,30.998248686514888
Mean Annual Earnings,2012,Female,Longford,15 - 24 years,Euro,17609,LONGFORD,1358.0,8.3564088363793
Mean Annual Earnings,2012,Female,Longford,15 years and over,Euro,30558,LONGFORD,3604.0,13.370928248126438
Mean Annual Earnings,2012,Female,Longford,25 - 29 years,Euro,29184,LONGFORD,1943.0,7.132630960684263
Mean Annual Earnings,2012,Female,Longford,30 - 39 years,Euro,33597,LONGFORD,2797.0,9.081168831168831
Mean Annual Earnings,2012,Female,Longford,40 - 49 years,Euro,32643,LONGFORD,4888.0,17.611241217798593
Mean Annual Earnings,2012,Female,Longford,50 - 59 years,Euro,31699,LONGFORD,3820.0,13.702069658165644
Mean Annual Earnings,2012,Female,Longford,60 years and over,Euro,22468,LONGFORD,3339.0,17.45517277432171
Mean Annual Earnings,2012,Female,Louth,15 - 24 years,Euro,15553,LOUTH,1467.0,10.414596052818402
Mean Annual Earnings,2012,Female,Louth,15 years and over,Euro,30476,LOUTH,4476.0,17.215384615384615
Mean Annual Earnings,2012,Female,Louth,25 - 29 years,Euro,26687,LOUTH,2562.0,10.619689119170985
Mean Annual Earnings,2012,Female,Louth,30 - 39 years,Euro,33035,LOUTH,2800.0,9.260790474615511
Mean Annual Earnings,2012,Female,Louth,40 - 49 years,Euro,33235,LOUTH,5450.0,19.61490012596725
Mean Annual Earnings,2012,Female,Louth,50 - 59 years,Euro,32701,LOUTH,5514.0,20.281752308088425
Mean Annual Earnings,2012,Female,Louth,60 years and over,Euro,23143,LOUTH,5119.0,28.401020861074123
Mean Annual Earnings,2012,Female,Limerick,15 - 24 years,Euro,16091,LIMERICK,1249.0,8.415307909985177
Mean Annual Earnings,2012,Female,Limerick,15 years and over,Euro,32536,LIMERICK,4478.0,15.959797562192602
Mean Annual Earnings,2012,Female,Limerick,25 - 29 years,Euro,28193,LIMERICK,2823.0,11.127315727236894
Mean Annual Earnings,2012,Female,Limerick,30 - 39 years,Euro,35494,LIMERICK,2444.0,7.394856278366112
Mean Annual Earnings,2012,Female,Limerick,40 - 49 years,Euro,35983,LIMERICK,5528.0,18.151370875061566
Mean Annual Earnings,2012,Female,Limerick,50 - 59 years,Euro,34052,LIMERICK,5723.0,20.201913233788698
Mean Annual Earnings,2012,Female,Limerick,60 years and over,Euro,24080,LIMERICK,4492.0,22.932407596487646
Mean Annual Earnings,2012,Female,Leitrim,15 - 24 years,Euro,16114,LEITRIM,2186.0,15.695002871912694
Mean Annual Earnings,2012,Female,Leitrim,15 years and over,Euro,31675,LEITRIM,2572.0,8.837576882108374
Mean Annual Earnings,2012,Female,Leitrim,25 - 29 years,Euro,29615,LEITRIM,2394.0,8.794680577495317
Mean Annual Earnings,2012,Female,Leitrim,30 - 39 years,Euro,35506,LEITRIM,885.0,2.556251985788972
Mean Annual Earnings,2012,Female,Leitrim,40 - 49 years,Euro,33583,LEITRIM,3583.0,11.943333333333333
Mean Annual Earnings,2012,Female,Leitrim,50 - 59 years,Euro,32019,LEITRIM,2780.0,9.507849105646567
Mean Annual Earnings,2012,Female,Leitrim,60 years and over,Euro,22088,LEITRIM,4541.0,25.879067646891208
Mean Annual Earnings,2012,Female,Laois,15 - 24 years,Euro,16394,LAOIS,1593.0,10.762786298223093
Mean Annual Earnings,2012,Female,Laois,15 years and over,Euro,32125,LAOIS,2555.0,8.64051403449442
Mean Annual Earnings,2012,Female,Laois,25 - 29 years,Euro,29928,LAOIS,2138.0,7.693414897445124
Mean Annual Earnings,2012,Female,Laois,30 - 39 years,Euro,35324,LAOIS,1777.0,5.297045935553105
Mean Annual Earnings,2012,Female,Laois,40 - 49 years,Euro,33745,LAOIS,3072.0,10.01532292243993
Mean Annual Earnings,2012,Female,Laois,50 - 59 years,Euro,33093,LAOIS,3115.0,10.390953365801588
Mean Annual Earnings,2012,Female,Laois,60 years and over,Euro,23249,LAOIS,4734.0,25.568458007021334
Mean Annual Earnings,2012,Female,Meath,15 - 24 years,Euro,16861,MEATH,1128.0,7.169643424648827
Mean Annual Earnings,2012,Female,Meath,15 years and over,Euro,33728,MEATH,3877.0,12.987839603363371
Mean Annual Earnings,2012,Female,Meath,25 - 29 years,Euro,29393,MEATH,1932.0,7.035432067295437
Mean Annual Earnings,2012,Female,Meath,30 - 39 years,Euro,36620,MEATH,2259.0,6.574313902389337
Mean Annual Earnings,2012,Female,Meath,40 - 49 years,Euro,36850,MEATH,5184.0,16.37087096570454
Mean Annual Earnings,2012,Female,Meath,50 - 59 years,Euro,35041,MEATH,5539.0,18.77499830519965
Mean Annual Earnings,2012,Female,Meath,60 years and over,Euro,24674,MEATH,4703.0,23.549146262080015
Mean Annual Earnings,2012,Female,Monaghan,15 - 24 years,Euro,15114,MONAGHAN,1641.0,12.179915386328211
Mean Annual Earnings,2012,Female,Monaghan,15 years and over,Euro,30149,MONAGHAN,4242.0,16.373952985679548
Mean Annual Earnings,2012,Female,Monaghan,25 - 29 years,Euro,27784,MONAGHAN,2801.0,11.211623904254893
Mean Annual Earnings,2012,Female,Monaghan,30 - 39 years,Euro,33130,MONAGHAN,2498.0,8.154870723426482
Mean Annual Earnings,2012,Female,Monaghan,40 - 49 years,Euro,32084,MONAGHAN,4905.0,18.047021597556938
Mean Annual Earnings,2012,Female,Monaghan,50 - 59 years,Euro,31652,MONAGHAN,5415.0,20.63879254487937
Mean Annual Earnings,2012,Female,Monaghan,60 years and over,Euro,23320,MONAGHAN,5335.0,29.66360856269113
Mean Annual Earnings,2012,Female,Mayo,15 - 24 years,Euro,15454,MAYO,1623.0,11.73450943532644
Mean Annual Earnings,2012,Female,Mayo,15 years and over,Euro,30897,MAYO,3623.0,13.283713426706754
Mean Annual Earnings,2012,Female,Mayo,25 - 29 years,Euro,28337,MAYO,2466.0,9.531908314328785
Mean Annual Earnings,2012,Female,Mayo,30 - 39 years,Euro,34565,MAYO,2059.0,6.334215221805205
Mean Annual Earnings,2012,Female,Mayo,40 - 49 years,Euro,33627,MAYO,3998.0,13.493536737655676
Mean Annual Earnings,2012,Female,Mayo,50 - 59 years,Euro,31795,MAYO,3961.0,14.230796867140906
Mean Annual Earnings,2012,Female,Mayo,60 years and over,Euro,21196,MAYO,4036.0,23.51981351981352
Mean Annual Earnings,2012,Female,Offaly,15 - 24 years,Euro,15669,OFFALY,1414.0,9.919326552086988
Mean Annual Earnings,2012,Female,Offaly,15 years and over,Euro,31289,OFFALY,3436.0,12.336193587764335
Mean Annual Earnings,2012,Female,Offaly,25 - 29 years,Euro,28170,OFFALY,2632.0,10.306210353199154
Mean Annual Earnings,2012,Female,Offaly,30 - 39 years,Euro,34324,OFFALY,2051.0,6.355157562048771
Mean Annual Earnings,2012,Female,Offaly,40 - 49 years,Euro,33420,OFFALY,4256.0,14.593334247702646
Mean Annual Earnings,2012,Female,Offaly,50 - 59 years,Euro,33097,OFFALY,3324.0,11.16447788264535
Mean Annual Earnings,2012,Female,Offaly,60 years and over,Euro,22464,OFFALY,5113.0,29.46804218777016
Mean Annual Earnings,2012,Female,Roscommon,15 - 24 years,Euro,16496,ROSCOMMON,1753.0,11.890388659024621
Mean Annual Earnings,2012,Female,Roscommon,15 years and over,Euro,32013,ROSCOMMON,3210.0,11.144672429955213
Mean Annual Earnings,2012,Female,Roscommon,25 - 29 years,Euro,29883,ROSCOMMON,3311.0,12.460484720758693
Mean Annual Earnings,2012,Female,Roscommon,30 - 39 years,Euro,34888,ROSCOMMON,1214.0,3.6051553127041633
Mean Annual Earnings,2012,Female,Roscommon,40 - 49 years,Euro,35135,ROSCOMMON,3997.0,12.836405677949772
Mean Annual Earnings,2012,Female,Roscommon,50 - 59 years,Euro,32386,ROSCOMMON,4032.0,14.220215842561895
Mean Annual Earnings,2012,Female,Roscommon,60 years and over,Euro,23341,ROSCOMMON,4692.0,25.159525979945304
Mean Annual Earnings,2012,Female,Sligo,15 - 24 years,Euro,16583,SLIGO,2159.0,14.968108707709373
Mean Annual Earnings,2012,Female,Sligo,15 years and over,Euro,33220,SLIGO,2809.0,9.236789319654072
Mean Annual Earnings,2012,Female,Sligo,25 - 29 years,Euro,27902,SLIGO,2235.0,8.707679121050376
Mean Annual Earnings,2012,Female,Sligo,30 - 39 years,Euro,35404,SLIGO,1901.0,5.674118735635615
Mean Annual Earnings,2012,Female,Sligo,40 - 49 years,Euro,36613,SLIGO,2948.0,8.756869151938215
Mean Annual Earnings,2012,Female,Sligo,50 - 59 years,Euro,34720,SLIGO,2919.0,9.178956636583756
Mean Annual Earnings,2012,Female,Sligo,60 years and over,Euro,26491,SLIGO,4325.0,19.511865018496795
Mean Annual Earnings,2012,Female,Tipperary,15 - 24 years,Euro,15173,TIPPERARY,1415.0,10.284925134467219
Mean Annual Earnings,2012,Female,Tipperary,15 years and over,Euro,31105,TIPPERARY,3562.0,12.932505536797008
Mean Annual Earnings,2012,Female,Tipperary,25 - 29 years,Euro,28561,TIPPERARY,2109.0,7.972932103432632
Mean Annual Earnings,2012,Female,Tipperary,30 - 39 years,Euro,34956,TIPPERARY,1836.0,5.543478260869565
Mean Annual Earnings,2012,Female,Tipperary,40 - 49 years,Euro,33525,TIPPERARY,4483.0,15.436264720060603
Mean Annual Earnings,2012,Female,Tipperary,50 - 59 years,Euro,31711,TIPPERARY,4845.0,18.033946251768032
Mean Annual Earnings,2012,Female,Tipperary,60 years and over,Euro,20701,TIPPERARY,4269.0,25.97979552093476
Mean Annual Earnings,2012,Female,Waterford,15 - 24 years,Euro,15268,WATERFORD,1823.0,13.55894384529565
Mean Annual Earnings,2012,Female,Waterford,15 years and over,Euro,31157,WATERFORD,4268.0,15.872661683216185
Mean Annual Earnings,2012,Female,Waterford,25 - 29 years,Euro,26765,WATERFORD,2346.0,9.607273025103403
Mean Annual Earnings,2012,Female,Waterford,30 - 39 years,Euro,34288,WATERFORD,1896.0,5.853297110397629
Mean Annual Earnings,2012,Female,Waterford,40 - 49 years,Euro,33886,WATERFORD,5444.0,19.140707404542578
Mean Annual Earnings,2012,Female,Waterford,50 - 59 years,Euro,32840,WATERFORD,5172.0,18.693075032528554
Mean Annual Earnings,2012,Female,Waterford,60 years and over,Euro,22768,WATERFORD,4951.0,27.78806757591065
Mean Annual Earnings,2012,Female,Wicklow,15 - 24 years,Euro,15634,WICKLOW,1076.0,7.391125154554197
Mean Annual Earnings,2012,Female,Wicklow,15 years and over,Euro,34067,WICKLOW,5068.0,17.476464705679508
Mean Annual Earnings,2012,Female,Wicklow,25 - 29 years,Euro,27643,WICKLOW,1438.0,5.487502385041022
Mean Annual Earnings,2012,Female,Wicklow,30 - 39 years,Euro,37602,WICKLOW,2888.0,8.319410036296595
Mean Annual Earnings,2012,Female,Wicklow,40 - 49 years,Euro,37758,WICKLOW,6926.0,22.463674104826154
Mean Annual Earnings,2012,Female,Wicklow,50 - 59 years,Euro,35471,WICKLOW,5798.0,19.539648839011896
Mean Annual Earnings,2012,Female,Wicklow,60 years and over,Euro,25986,WICKLOW,5295.0,25.590836595621283
Mean Annual Earnings,2012,Female,Westmeath,15 - 24 years,Euro,15918,WESTMEATH,1173.0,7.955239064089522
Mean Annual Earnings,2012,Female,Westmeath,15 years and over,Euro,32568,WESTMEATH,4229.0,14.922897773386499
Mean Annual Earnings,2012,Female,Westmeath,25 - 29 years,Euro,27499,WESTMEATH,2267.0,8.984622701331642
Mean Annual Earnings,2012,Female,Westmeath,30 - 39 years,Euro,35527,WESTMEATH,2262.0,6.799939876747332
Mean Annual Earnings,2012,Female,Westmeath,40 - 49 years,Euro,35648,WESTMEATH,4547.0,14.62010867817755
Mean Annual Earnings,2012,Female,Westmeath,50 - 59 years,Euro,34757,WESTMEATH,4426.0,14.592331278230194
Mean Annual Earnings,2012,Female,Westmeath,60 years and over,Euro,24518,WESTMEATH,5680.0,30.151820787769402
Mean Annual Earnings,2012,Female,Wexford,15 - 24 years,Euro,15909,WEXFORD,1145.0,7.755350853427255
Mean Annual Earnings,2012,Female,Wexford,15 years and over,Euro,29668,WEXFORD,4023.0,15.687268473386625
Mean Annual Earnings,2012,Female,Wexford,25 - 29 years,Euro,27111,WEXFORD,2383.0,9.636848916208347
Mean Annual Earnings,2012,Female,Wexford,30 - 39 years,Euro,32255,WEXFORD,2774.0,9.40945015433669
Mean Annual Earnings,2012,Female,Wexford,40 - 49 years,Euro,31525,WEXFORD,4182.0,15.294590937351424
Mean Annual Earnings,2012,Female,Wexford,50 - 59 years,Euro,31254,WEXFORD,5086.0,19.43595230816264
Mean Annual Earnings,2012,Female,Wexford,60 years and over,Euro,20406,WEXFORD,4730.0,30.173513651441695
Mean Annual Earnings,2012,Female,Ireland,15 - 24 years,Euro,16357,IRELAND,1236.0,8.174062561999868
Mean Annual Earnings,2012,Female,Ireland,15 years and over,Euro,33806,IRELAND,4617.0,15.817602521497825
Mean Annual Earnings,2012,Female,Ireland,25 - 29 years,Euro,28830,IRELAND,2110.0,7.8967065868263475
Mean Annual Earnings,2012,Female,Ireland,30 - 39 years,Euro,37055,IRELAND,2790.0,8.142419378374434
Mean Annual Earnings,2012,Female,Ireland,40 - 49 years,Euro,37609,IRELAND,6083.0,19.295184926727146
Mean Annual Earnings,2012,Female,Ireland,50 - 59 years,Euro,35102,IRELAND,5414.0,18.236324440851522
Mean Annual Earnings,2012,Female,Ireland,60 years and over,Euro,24468,IRELAND,5118.0,26.449612403100776
Mean Annual Earnings,2013,Both sexes,Clare,15 - 24 years,Euro,17491,CLARE,1119.0,6.834839970681651
Mean Annual Earnings,2013,Both sexes,Clare,15 years and over,Euro,38573,CLARE,5836.0,17.826923664355316
Mean Annual Earnings,2013,Both sexes,Clare,25 - 29 years,Euro,29272,CLARE,2390.0,8.890707536641619
Mean Annual Earnings,2013,Both sexes,Clare,30 - 39 years,Euro,37895,CLARE,3700.0,10.820295364819419
Mean Annual Earnings,2013,Both sexes,Clare,40 - 49 years,Euro,44451,CLARE,7605.0,20.639960918417195
Mean Annual Earnings,2013,Both sexes,Clare,50 - 59 years,Euro,43739,CLARE,7377.0,20.28766294483252
Mean Annual Earnings,2013,Both sexes,Clare,60 years and over,Euro,29552,CLARE,6897.0,30.44361068196866
Mean Annual Earnings,2013,Both sexes,Cork,15 - 24 years,Euro,17153,CORK,1302.0,8.21399280802473
Mean Annual Earnings,2013,Both sexes,Cork,15 years and over,Euro,39481,CORK,6273.0,18.89002649963864
Mean Annual Earnings,2013,Both sexes,Cork,25 - 29 years,Euro,29502,CORK,1919.0,6.957183772613567
Mean Annual Earnings,2013,Both sexes,Cork,30 - 39 years,Euro,39743,CORK,3863.0,10.76644370122631
Mean Annual Earnings,2013,Both sexes,Cork,40 - 49 years,Euro,46776,CORK,8193.0,21.23474068890444
Mean Annual Earnings,2013,Both sexes,Cork,50 - 59 years,Euro,43926,CORK,7425.0,20.341908440864636
Mean Annual Earnings,2013,Both sexes,Cork,60 years and over,Euro,31464,CORK,7360.0,30.53435114503817
Mean Annual Earnings,2013,Both sexes,Cavan,15 - 24 years,Euro,18142,CAVAN,1120.0,6.57972036188462
Mean Annual Earnings,2013,Both sexes,Cavan,15 years and over,Euro,34417,CAVAN,4355.0,14.486727429978046
Mean Annual Earnings,2013,Both sexes,Cavan,25 - 29 years,Euro,28745,CAVAN,2593.0,9.915111654940349
Mean Annual Earnings,2013,Both sexes,Cavan,30 - 39 years,Euro,35957,CAVAN,3036.0,9.222077093648432
Mean Annual Earnings,2013,Both sexes,Cavan,40 - 49 years,Euro,37997,CAVAN,5338.0,16.344652316359962
Mean Annual Earnings,2013,Both sexes,Cavan,50 - 59 years,Euro,37588,CAVAN,4930.0,15.095841753934717
Mean Annual Earnings,2013,Both sexes,Cavan,60 years and over,Euro,28482,CAVAN,5153.0,22.08838784345664
Mean Annual Earnings,2013,Both sexes,Carlow,15 - 24 years,Euro,17030,CARLOW,930.0,5.77639751552795
Mean Annual Earnings,2013,Both sexes,Carlow,15 years and over,Euro,34823,CARLOW,4196.0,13.700329774382082
Mean Annual Earnings,2013,Both sexes,Carlow,25 - 29 years,Euro,28286,CARLOW,1902.0,7.208914493632505
Mean Annual Earnings,2013,Both sexes,Carlow,30 - 39 years,Euro,35927,CARLOW,2974.0,9.024974964343155
Mean Annual Earnings,2013,Both sexes,Carlow,40 - 49 years,Euro,39492,CARLOW,5704.0,16.881733159701668
Mean Annual Earnings,2013,Both sexes,Carlow,50 - 59 years,Euro,37407,CARLOW,4392.0,13.303044070876874
Mean Annual Earnings,2013,Both sexes,Carlow,60 years and over,Euro,29323,CARLOW,5048.0,20.795056642636457
Mean Annual Earnings,2013,Both sexes,Donegal,15 - 24 years,Euro,14868,DONEGAL,1536.0,11.521152115211521
Mean Annual Earnings,2013,Both sexes,Donegal,15 years and over,Euro,31539,DONEGAL,4547.0,16.845732068761116
Mean Annual Earnings,2013,Both sexes,Donegal,25 - 29 years,Euro,25486,DONEGAL,2760.0,12.144680102085717
Mean Annual Earnings,2013,Both sexes,Donegal,30 - 39 years,Euro,32786,DONEGAL,2953.0,9.898434619381222
Mean Annual Earnings,2013,Both sexes,Donegal,40 - 49 years,Euro,35513,DONEGAL,4469.0,14.39569643087231
Mean Annual Earnings,2013,Both sexes,Donegal,50 - 59 years,Euro,35051,DONEGAL,4358.0,14.198677222819535
Mean Annual Earnings,2013,Both sexes,Donegal,60 years and over,Euro,24417,DONEGAL,5263.0,27.477289339041455
Mean Annual Earnings,2013,Both sexes,Dublin,15 - 24 years,Euro,17505,DUBLIN,1041.0,6.322886297376093
Mean Annual Earnings,2013,Both sexes,Dublin,15 years and over,Euro,44498,DUBLIN,8794.0,24.630293524535066
Mean Annual Earnings,2013,Both sexes,Dublin,25 - 29 years,Euro,30853,DUBLIN,2705.0,9.609918999573681
Mean Annual Earnings,2013,Both sexes,Dublin,30 - 39 years,Euro,44062,DUBLIN,5988.0,15.727267951883174
Mean Annual Earnings,2013,Both sexes,Dublin,40 - 49 years,Euro,54546,DUBLIN,11832.0,27.700519735917965
Mean Annual Earnings,2013,Both sexes,Dublin,50 - 59 years,Euro,51324,DUBLIN,10457.0,25.58788264369785
Mean Annual Earnings,2013,Both sexes,Dublin,60 years and over,Euro,38574,DUBLIN,8574.0,28.58
Mean Annual Earnings,2013,Both sexes,Galway,15 - 24 years,Euro,16754,GALWAY,1248.0,8.048497355862247
Mean Annual Earnings,2013,Both sexes,Galway,15 years and over,Euro,37639,GALWAY,5412.0,16.793372017252615
Mean Annual Earnings,2013,Both sexes,Galway,25 - 29 years,Euro,28906,GALWAY,2250.0,8.440876350540217
Mean Annual Earnings,2013,Both sexes,Galway,30 - 39 years,Euro,37849,GALWAY,3497.0,10.179902189101071
Mean Annual Earnings,2013,Both sexes,Galway,40 - 49 years,Euro,43986,GALWAY,7505.0,20.572352731558894
Mean Annual Earnings,2013,Both sexes,Galway,50 - 59 years,Euro,41487,GALWAY,6481.0,18.513969033879906
Mean Annual Earnings,2013,Both sexes,Galway,60 years and over,Euro,30731,GALWAY,6160.0,25.0702047128729
Mean Annual Earnings,2013,Both sexes,Kildare,15 - 24 years,Euro,17161,KILDARE,1214.0,7.612717125478146
Mean Annual Earnings,2013,Both sexes,Kildare,15 years and over,Euro,41896,KILDARE,6436.0,18.150028200789624
Mean Annual Earnings,2013,Both sexes,Kildare,25 - 29 years,Euro,29999,KILDARE,2001.0,7.14693906707622
Mean Annual Earnings,2013,Both sexes,Kildare,30 - 39 years,Euro,41856,KILDARE,3856.0,10.147368421052631
Mean Annual Earnings,2013,Both sexes,Kildare,40 - 49 years,Euro,49523,KILDARE,8211.0,19.875580945003872
Mean Annual Earnings,2013,Both sexes,Kildare,50 - 59 years,Euro,46874,KILDARE,8150.0,21.046379506249355
Mean Annual Earnings,2013,Both sexes,Kildare,60 years and over,Euro,35598,KILDARE,6237.0,21.242464493716152
Mean Annual Earnings,2013,Both sexes,Kilkenny,15 - 24 years,Euro,16785,KILKENNY,996.0,6.3081892456773705
Mean Annual Earnings,2013,Both sexes,Kilkenny,15 years and over,Euro,37022,KILKENNY,5014.0,15.664833791552113
Mean Annual Earnings,2013,Both sexes,Kilkenny,25 - 29 years,Euro,29248,KILKENNY,1932.0,7.07277785913018
Mean Annual Earnings,2013,Both sexes,Kilkenny,30 - 39 years,Euro,38134,KILKENNY,3209.0,9.188260558339298
Mean Annual Earnings,2013,Both sexes,Kilkenny,40 - 49 years,Euro,42120,KILKENNY,6612.0,18.621155795876984
Mean Annual Earnings,2013,Both sexes,Kilkenny,50 - 59 years,Euro,40363,KILKENNY,5645.0,16.259577164583213
Mean Annual Earnings,2013,Both sexes,Kilkenny,60 years and over,Euro,29140,KILKENNY,5579.0,23.678960994864394
Mean Annual Earnings,2013,Both sexes,Kerry,15 - 24 years,Euro,17424,KERRY,1576.0,9.9444724886421
Mean Annual Earnings,2013,Both sexes,Kerry,15 years and over,Euro,34481,KERRY,5288.0,18.113931421916213
Mean Annual Earnings,2013,Both sexes,Kerry,25 - 29 years,Euro,28587,KERRY,2939.0,11.458983156581409
Mean Annual Earnings,2013,Both sexes,Kerry,30 - 39 years,Euro,34924,KERRY,4184.0,13.610930383864671
Mean Annual Earnings,2013,Both sexes,Kerry,40 - 49 years,Euro,38816,KERRY,6042.0,18.435345090620615
Mean Annual Earnings,2013,Both sexes,Kerry,50 - 59 years,Euro,37993,KERRY,5556.0,17.128587723895553
Mean Annual Earnings,2013,Both sexes,Kerry,60 years and over,Euro,27917,KERRY,6973.0,33.29354469060351
Mean Annual Earnings,2013,Both sexes,Longford,15 - 24 years,Euro,17803,LONGFORD,506.0,2.9253627796727755
Mean Annual Earnings,2013,Both sexes,Longford,15 years and over,Euro,33957,LONGFORD,4417.0,14.95260663507109
Mean Annual Earnings,2013,Both sexes,Longford,25 - 29 years,Euro,29336,LONGFORD,2852.0,10.76876604742486
Mean Annual Earnings,2013,Both sexes,Longford,30 - 39 years,Euro,35612,LONGFORD,3992.0,12.624920936116382
